utc	discharge	discharge_qualifiers	location	stage	stage_qualifiers
2011-01-17 08:45:00	5440.0	A	12143400	16.55	A
2011-02-05 04:15:00	903.0	A	12143400	12.15	A
2011-03-10 15:30:00	366.0	A	12143400	11.03	A
2011-03-31 19:30:00	3750.0	A	12143400	15.3	A
2011-05-12 07:45:00	530.0	A	12143400	11.45	A
2011-05-15 19:00:00	1960.0	A	12143400	13.53	A
2011-06-07 04:45:00	1040.0	A	12143400	12.24	A
2011-09-27 05:15:00	373.0	A	12143400	10.99	A
2011-10-12 02:45:00	897.0	A	12143400	12.14	A
2011-10-23 08:15:00	936.0	A	12143400	12.21	A
2011-10-31 09:30:00	516.0	A	12143400	11.42	A
2011-11-14 04:30:00	349.0	A	12143400	10.97	A
2011-11-23 23:30:00	551.0	A	12143400	11.5	A
2011-12-29 08:45:00	3470.0	A	12143400	15.07	A
2012-01-05 11:45:00	716.0	A	12143400	11.83	A
2012-01-25 10:45:00	506.0	A	12143400	11.4	A
2012-01-30 10:00:00	1130.0	A	12143400	12.5	A
2012-02-22 15:45:00	3040.0	A	12143400	14.7	A
2012-03-30 10:30:00	573.0	A	12143400	11.54	A
2012-04-17 04:30:00	660.0	A	12143400	11.72	A
2012-04-20 18:30:00	916.0	A	12143400	12.17	A
2012-04-24 06:15:00	1390.0	A	12143400	12.76	A
2012-05-01 03:30:00	1160.0	A	12143400	12.42	A
2012-05-15 08:30:00	1170.0	A	12143400	12.43	A
2012-05-22 13:45:00	1200.0	A	12143400	12.48	A
2012-06-02 04:30:00	1210.0	A	12143400	12.49	A
2012-10-15 08:30:00	219.0	A	12143400	10.57	A
2012-10-16 08:15:00	621.0	A	12143400	11.69	A
2012-10-20 02:30:00	705.0	A	12143400	11.85	A
2012-10-28 12:00:00	1200.0	A	12143400	12.65	A
2012-10-29 13:15:00	2440.0	A	12143400	14.12	A
2012-11-20 01:15:00	1180.0	A	12143400	12.58	A
2012-11-24 07:15:00	1080.0	A	12143400	12.44	A
2012-12-05 07:15:00	1020.0	A	12143400	12.34	A
2013-01-09 14:30:00	415.0	A	12143400	11.29	A
2013-03-02 03:30:00	562.0	A	12143400	11.62	A
2013-03-13 17:00:00	877.0	A	12143400	12.19	A
2013-04-02 09:00:00	541.0	A	12143400	11.58	A
2013-04-06 01:45:00	1450.0	A	12143400	12.95	A
2013-04-11 05:30:00	1060.0	A	12143400	12.4	A
2013-04-20 10:45:00	1080.0	A	12143400	12.43	A
2013-04-29 14:30:00	949.0	A	12143400	12.23	A
2013-05-07 06:15:00	1070.0	A	12143400	12.42	A
2013-09-24 04:15:00	188.0	A	12143400	10.68	A
2013-09-29 06:15:00	1100.0	A	12143400	12.63	A
2013-09-30 17:00:00	1650.0	A	12143400	13.28	A
2013-10-08 20:15:00	745.0	A	12143400	12.01	A
2013-11-03 00:30:00	255.0	A	12143400	10.83	A
2013-11-08 08:45:00	864.0	A	12143400	12.21	A
2013-11-19 15:45:00	2130.0	A	12143400	13.82	A
2013-12-02 02:45:00	1880.0	A	12143400	13.54	A
2013-12-23 22:00:00	1280.0	A	12143400	12.81	A
2014-01-11 18:00:00	705.0	A	12143400	11.94	A
2014-02-13 14:30:00	479.0	A	12143400	11.49	A
2014-03-06 08:30:00	1340.0	A	12143400	12.89	A
2014-03-09 16:00:00	2950.0	A	12143400	14.62	A
2014-04-06 12:30:00	648.0	A	12143400	11.81	A
2014-04-18 05:45:00	983.0	A	12143400	12.18	A
2014-05-03 13:15:00	890.0	A	12143400	12.03	A
2014-09-03 14:45:00	277.0	A	12143400	10.91	A
2014-10-18 13:00:00	411.0	A	12143400	11.31	A
2014-10-23 10:00:00	805.0	A	12143400	12.09	A
2014-10-29 16:15:00	799.0	A	12143400	12.08	A
2014-11-04 18:15:00	1430.0	A	12143400	12.83	A
2014-11-10 00:45:00	844.0	A	12143400	11.95	A
2014-11-23 19:45:00	599.0	A	12143400	11.49	A
2014-11-26 06:00:00	3860.0	A	12143400	15.38	A
2014-12-21 12:30:00	1260.0	A	12143400	12.79	A
2014-12-24 06:15:00	1450.0	A	12143400	13.02	A
2015-01-05 18:15:00	5470.0	A	12143400	16.57	A
2015-01-18 17:15:00	990.0	A	12143400	12.06	A
2015-01-24 12:45:00	1880.0	A	12143400	13.31	A
2015-02-07 02:00:00	1100.0	A	12143400	12.44	A
2015-02-10 19:45:00	1140.0	A	12143400	12.5	A
2015-03-15 01:45:00	868.0	A	12143400	12.04	A
2015-03-26 08:00:00	830.0	A	12143400	11.97	A
2015-09-21 13:00:00	192.0	A	12143400	10.2	A
2015-10-11 11:30:00	257.0	A	12143400	10.49	A
2015-10-31 21:45:00	5540.0	A	12143400	16.69	A
2015-11-14 05:15:00	3650.0	A	12143400	15.26	A
2015-11-18 00:45:00	7400.0	A	12143400	17.86	A
2015-12-09 12:45:00	6480.0	A	12143400	17.05	A
2016-01-21 18:30:00	410.0	A	12143400	11.05	A
2016-01-28 23:15:00	1410.0	A	12143400	12.69	A
2016-02-13 13:45:00	705.0	A	12143400	11.68	A
2016-02-15 15:15:00	3170.0	A	12143400	14.67	A
2016-03-02 12:15:00	725.0	A	12143400	11.72	A
2016-04-03 08:30:00	619.0	A	12143400	11.53	A
2016-04-09 07:30:00	936.0	A	12143400	12.05	A
2016-04-19 06:45:00	824.0	A	12143400	11.88	A
2016-05-08 05:15:00	745.0	A	12143400	11.75	A
2016-09-18 02:30:00	322.0	A	12143400	10.86	A
2016-10-07 16:30:00	250.0	A	12143400	10.64	A
2016-10-09 12:30:00	988.0	A	12143400	11.98	A
2016-10-14 11:15:00	1420.0	A	12143400	12.44	A
2016-10-20 20:00:00	3640.0	A	12143400	14.97	A
2016-10-27 10:00:00	1380.0	A	12143400	12.42	A
2016-10-31 21:30:00	1040.0	A	12143400	12.06	A
2016-11-14 18:30:00	1320.0	A	12143400	12.35	A
2017-02-10 14:00:00	393.0	A	12143400	11.3	A
2017-02-17 04:00:00	637.0	A	12143400	11.82	A
2017-03-11 01:30:00	483.0	A	12143400	11.5	A
2017-03-15 17:15:00	1800.0	A	12143400	13.5	A
2017-03-30 07:30:00	1090.0	A	12143400	12.57	A
2017-05-05 07:00:00	2280.0	A	12143400	14.03	A
2017-05-23 04:45:00	1290.0	A	12143400	12.86	A
2017-05-30 04:15:00	1220.0	A	12143400	12.76	A
2017-06-16 12:00:00	1300.0	A	12143400	12.87	A
2017-10-08 15:15:00	191.0	A	12143400	10.57	A
2017-10-18 01:15:00	220.0	A	12143400	10.87	A
2017-10-20 01:15:00	1220.0	A	12143400	12.71	A
2017-10-22 09:15:00	5800.0	A	12143400	16.76	A
2017-11-20 21:00:00	851.0	A	12143400	12.13	A
2017-11-22 11:45:00	2300.0	A	12143400	14.0	A
2017-11-23 23:30:00	3380.0	A	12143400	15.0	A
2017-12-18 19:45:00	1470.0	A	12143400	13.04	A
2017-12-30 03:00:00	1480.0	A	12143400	13.06	A
2018-01-12 18:45:00	965.0	A	12143400	12.32	A
2018-01-30 07:45:00	681.0	A	12143400	11.82	A
2018-02-03 02:00:00	1020.0	A	12143400	12.4	A
2018-02-05 00:00:00	2180.0	A	12143400	13.87	A
2018-03-27 23:30:00	508.0	A	12143400	11.54	A
2018-04-09 03:00:00	1050.0	A	12143400	12.5	A
2018-04-28 03:45:00	895.0	A	12143400	12.26	A
2018-05-08 05:30:00	1030.0	A	12143400	12.47	A
2018-10-09 16:45:00	224.0	A	12143400	10.77	A
2018-10-26 16:15:00	423.0	A	12143400	11.34	A
2018-10-28 13:30:00	776.0	A	12143400	12.06	A
2018-11-02 15:15:00	1430.0	A	12143400	13.03	A
2018-11-04 17:30:00	2810.0	A	12143400	14.5	A
2018-11-27 19:30:00	1100.0	A	12143400	12.57	A
2018-12-12 04:00:00	737.0	A	12143400	11.99	A
2018-12-19 05:15:00	720.0	A	12143400	11.96	A
2018-12-30 05:45:00	2080.0	A	12143400	13.77	A
2019-01-04 00:45:00	1120.0	A	12143400	12.65	A
2019-01-23 18:15:00	1180.0	A	12143400	12.74	A
2019-04-04 05:30:00	490.0	A	12143400	11.46	A
2019-04-11 10:00:00	907.0	A	12143400	12.25	A
2019-05-12 04:45:00	670.0	A	12143400	11.83	A
2019-05-17 17:45:00	971.0	A	12143400	12.36	A
2019-09-26 20:30:00	264.0	A	12143400	11.0	A
2019-10-08 22:15:00	342.0	A	12143400	11.23	A
2019-10-20 03:30:00	666.0	A	12143400	11.94	A
2019-10-22 10:45:00	6490.0	A	12143400	17.19	A
2019-11-18 02:30:00	383.0	A	12143400	11.49	A
2019-12-21 06:45:00	2400.0	A	12143400	14.1	A
2020-01-01 12:15:00	2300.0	A	12143400	14.0	A
2020-01-07 08:45:00	3760.0	A	12143400	15.31	A
2020-01-24 01:00:00	1350.0	A	12143400	13.02	A
2020-02-01 18:15:00	4940.0	A	12143400	16.19	A
2020-02-07 14:00:00	4310.0	A	12143400	15.74	A
2020-04-23 15:00:00	1280.0	A	12143400	13.04	A
2020-09-24 07:45:00	390.0	A	12143400	11.76	A
2020-09-26 01:30:00	734.0	A	12143400	12.35	A
2020-10-12 07:30:00	1950.0	A	12143400	13.7	A
2020-10-13 18:30:00	1960.0	A	12143400	13.71	A
2020-10-18 21:30:00	1140.0	A	12143400	12.87	A
2020-11-04 13:15:00	1630.0	A	12143400	13.4	A
2020-11-05 23:30:00	2270.0	A	12143400	13.98	A
2020-12-09 12:45:00	676.0	A	12143400	12.24	A
2020-12-20 13:15:00	1090.0	A	12143400	12.81	A
2021-01-03 08:45:00	1690.0	A	12143400	13.45	A
2021-01-13 13:30:00	2910.0	A	12143400	14.59	A
2021-02-23 00:45:00	1970.0	A	12143400	13.65	A
2021-04-19 09:30:00	699.0	A	12143400	12.25	A
2021-06-02 04:45:00	1260.0	A	12143400	12.94	A
2021-09-20 11:15:00	312.0	A	12143400	11.49	A
2021-10-01 01:30:00	522.0	A	12143400	11.92	A
2021-10-27 08:45:00	1200.0	A	12143400	12.85	A
2021-10-29 04:15:00	3390.0	A	12143400	14.8	A
2021-11-05 04:45:00	914.0	A	12143400	12.45	A
2021-11-12 22:30:00	4880.0	A	12143400	16.02	A
2021-11-14 16:15:00	5160.0	A	12143400	16.24	A
2021-11-26 22:00:00	1320.0	A	12143400	12.94	A
2021-11-28 08:45:00	3770.0	A	12143400	15.12	A
2021-12-11 23:15:00	888.0	A	12143400	12.41	A
2022-01-07 22:00:00	1120.0	A	12143400	12.96	A
2022-01-12 19:15:00	2380.0	A	12143400	14.37	A
2022-01-21 02:30:00	1460.0	A	12143400	13.41	A
2022-03-01 09:15:00	4020.0	A	12143400	15.76	A
2022-04-04 14:15:00	655.0	A	12143400	12.19	A
2022-05-06 10:00:00	786.0	P	12143400	12.43	P
2022-05-16 09:30:00	1010.0	P	12143400	12.79	P
2022-05-27 17:15:00	941.0	P	12143400	12.69	P
2022-06-06 04:15:00	1410.0	P	12143400	13.36	P
2022-06-10 06:15:00	1890.0	P	12143400	13.88	P
