utc	discharge	discharge_qualifiers	location	stage	stage_qualifiers
2015-11-18 17:15:00	45800.0	A	12149000	58.86	A
2015-12-05 04:15:00	3770.0	A	12149000	47.52	A
2015-12-07 06:45:00	7670.0	A	12149000	49.15	A
2015-12-10 01:15:00	55400.0	A	12149000	59.78	A
2016-01-14 04:45:00	5310.0	A	12149000	48.16	A
2016-01-22 04:30:00	8300.0	A	12149000	49.4	A
2016-01-29 11:00:00	19200.0	A	12149000	53.95	A
2016-02-13 07:00:00	9190.0	A	12149000	49.76	A
2016-02-16 21:00:00	23700.0	A	12149000	56.03	A
2016-02-29 15:45:00	6210.0	A	12149000	48.54	A
2016-03-02 17:15:00	8660.0	A	12149000	49.55	A
2016-03-24 20:45:00	6110.0	A	12149000	48.5	A
2016-04-09 16:30:00	5930.0	A	12149000	48.42	A
2016-04-21 17:00:00	5950.0	A	12149000	48.38	A
2016-05-23 04:15:00	5110.0	A	12149000	48.03	A
2016-06-25 09:30:00	5110.0	A	12149000	48.03	A
2016-09-18 19:30:00	5260.0	A	12149000	48.08	A
2016-10-09 15:30:00	9330.0	A	12149000	49.79	A
2016-10-15 09:15:00	11000.0	A	12149000	50.44	A
2016-10-21 09:15:00	17400.0	A	12149000	53.03	A
2016-10-27 18:15:00	8910.0	A	12149000	49.62	A
2016-11-02 06:00:00	8980.0	A	12149000	49.66	A
2016-11-06 20:00:00	6630.0	A	12149000	48.68	A
2016-11-15 01:30:00	9100.0	A	12149000	49.71	A
2016-11-16 12:45:00	10400.0	A	12149000	50.24	A
2016-11-25 20:00:00	6560.0	A	12149000	48.65	A
2016-12-03 19:30:00	6960.0	A	12149000	48.82	A
2016-12-21 04:45:00	4100.0	A	12149000	47.6	A
2017-01-19 02:00:00	9180.0	A	12149000	49.74	A
2017-02-05 15:30:00	4350.0	A	12149000	47.67	A
2017-02-10 12:00:00	15600.0	A	12149000	52.35	A
2017-02-17 01:45:00	14800.0	A	12149000	52.13	A
2017-03-04 16:15:00	5060.0	A	12149000	47.97	A
2017-03-11 03:45:00	8940.0	A	12149000	49.64	A
2017-03-16 04:45:00	19800.0	A	12149000	54.1	A
2017-03-19 06:30:00	12800.0	A	12149000	51.29	A
2017-03-30 14:15:00	11400.0	A	12149000	50.65	A
2017-04-24 15:45:00	5830.0	A	12149000	48.29	A
2017-05-06 00:15:00	14831.25	hf.missing	12149000	51.49	A
2017-05-12 12:30:00	6940.0	A	12149000	48.71	A
2017-05-17 10:15:00	6650.0	A	12149000	48.57	A
2017-05-23 16:30:00	7990.0	A	12149000	49.19	A
2017-05-29 15:45:00	6930.0	A	12149000	48.7	A
2017-06-09 12:00:00	6880.0	A	12149000	48.68	A
2017-06-16 18:45:00	8910.0	A	12149000	49.58	A
2017-10-09 02:30:00	2200.0	A	12149000	46.41	A
2017-10-20 09:00:00	10100.0	A	12149000	50.11	A
2017-10-23 03:00:00	21200.0	A	12149000	54.55	A
2017-11-14 19:15:00	4180.0	A	12149000	47.44	A
2017-11-21 05:00:00	9500.0	A	12149000	49.85	A
2017-11-23 02:00:00	20200.0	A	12149000	54.3	A
2017-12-19 03:00:00	13100.0	A	12149000	51.37	A
2017-12-30 13:45:00	16100.0	A	12149000	52.61	A
2018-01-10 10:15:00	6520.0	A	12149000	48.43	A
2018-01-13 00:30:00	15200.0	A	12149000	52.27	A
2018-01-18 21:15:00	7400.0	A	12149000	48.86	A
2018-01-24 21:00:00	7090.0	A	12149000	48.71	A
2018-01-30 13:15:00	10400.0	A	12149000	50.25	A
2018-02-05 16:30:00	23300.0	A	12149000	55.36	A
2018-02-18 07:30:00	7150.0	A	12149000	48.74	A
2018-03-09 22:15:00	4630.0	A	12149000	47.55	A
2018-03-28 12:15:00	6760.0	A	12149000	48.55	A
2018-04-09 10:45:00	11300.0	A	12149000	50.67	A
2018-04-15 16:00:00	13100.0	A	12149000	51.4	A
2018-04-27 17:45:00	6880.0	A	12149000	48.61	A
2018-05-07 17:00:00	6940.0	A	12149000	48.64	A
2018-05-09 23:45:00	9230.0	A	12149000	49.73	A
2018-10-10 05:45:00	2360.0	A	12149000	46.46	A
2018-10-27 05:45:00	4780.0	A	12149000	47.55	A
2018-10-28 22:30:00	8370.0	A	12149000	49.31	A
2018-11-03 06:45:00	16600.0	A	12149000	52.74	A
2018-11-05 07:00:00	19000.0	A	12149000	53.82	A
2018-11-24 12:15:00	4090.0	A	12149000	47.17	A
2018-11-28 09:30:00	12600.0	A	12149000	50.28	A
2018-12-12 11:30:00	11500.0	A	12149000	49.86	A
2018-12-19 02:30:00	9390.0	A	12149000	49.21	A
2018-12-30 17:15:00	17400.0	A	12149000	52.4	A
2019-01-04 08:30:00	13200.0	A	12149000	50.63	A
2019-01-20 03:00:00	4500.0	A	12149000	47.37	A
2019-01-24 03:00:00	13400.0	A	12149000	50.67	A
2019-02-02 19:30:00	6320.0	A	12149000	48.12	A
2019-03-21 15:45:00	4060.0	A	12149000	47.17	A
2019-04-10 07:00:00	6610.0	A	12149000	48.23	A
2019-04-11 16:30:00	10300.0	A	12149000	49.49	A
2019-04-20 11:45:00	8310.0	A	12149000	48.85	A
2019-05-12 16:45:00	4320.0	A	12149000	47.29	A
2019-05-18 01:00:00	8400.0	A	12149000	48.88	A
2019-07-18 22:30:00	3550.0	A	12149000	46.93	A
2019-09-16 11:00:00	2340.0	A	12149000	46.25	A
2019-09-27 07:15:00	3670.0	A	12149000	46.97	A
2019-10-09 04:45:00	5050.0	A	12149000	47.6	A
2019-10-20 01:30:00	7060.0	A	12149000	48.4	A
2019-10-23 03:45:00	34500.0	A	12149000	57.97	A
2019-11-18 09:45:00	6040.0	A	12149000	48.01	A
2019-12-14 12:15:00	4390.0	A	12149000	47.31	A
2019-12-21 19:15:00	27200.0	A	12149000	56.74	A
2020-01-02 02:00:00	14800.0	A	12149000	51.28	A
2020-01-08 04:15:00	26400.0	A	12149000	56.26	A
2020-01-24 12:15:00	17300.0	A	12149000	52.31	A
2020-02-02 08:00:00	40600.0	A	12149000	58.42	A
2020-02-08 01:30:00	46000.0	A	12149000	58.6	A
2020-03-04 16:00:00	6890.0	A	12149000	48.68	A
2020-03-30 03:30:00	6100.0	A	12149000	48.44	A
2020-04-23 21:45:00	12900.0	A	12149000	50.42	A
2020-04-28 06:00:00	9350.0	A	12149000	49.36	A
2020-04-30 23:45:00	10200.0	A	12149000	49.58	A
2020-05-11 15:30:00	7710.0	A	12149000	48.92	A
2020-05-26 22:15:00	8030.0	A	12149000	49.01	A
2020-05-31 15:15:00	9970.0	A	12149000	49.52	A
2020-06-10 12:15:00	9750.0	A	12149000	49.46	A
2020-09-24 18:45:00	3120.0	A	12149000	47.21	A
2020-09-26 09:15:00	7090.0	A	12149000	48.74	A
2020-10-11 12:00:00	3470.0	A	12149000	47.32	A
2020-10-12 22:45:00	12400.0	A	12149000	50.26	A
2020-10-14 03:30:00	9730.0	A	12149000	49.37	A
2020-10-17 15:30:00	11000.0	A	12149000	49.73	A
2020-10-19 06:00:00	12600.0	A	12149000	50.29	A
2020-10-24 19:45:00	5900.0	A	12149000	48.14	A
2020-11-04 22:15:00	13100.0	A	12149000	50.52	A
2020-11-14 12:00:00	4660.0	A	12149000	47.63	A
2020-11-18 15:00:00	7460.0	A	12149000	48.68	A
2020-11-25 23:15:00	5980.0	A	12149000	48.17	A
2020-12-09 20:15:00	7800.0	A	12149000	48.79	A
2020-12-18 04:00:00	8080.0	A	12149000	48.88	A
2020-12-20 22:15:00	12500.0	A	12149000	50.29	A
2020-12-22 14:15:00	14000.0	A	12149000	50.94	A
2021-01-01 04:30:00	11500.0	A	12149000	49.87	A
2021-01-03 19:45:00	17700.0	A	12149000	52.55	A
2021-01-14 02:15:00	24600.0	A	12149000	55.33	A
2021-02-05 23:15:00	9160.0	A	12149000	49.17	A
2021-02-07 12:45:00	9550.0	A	12149000	49.29	A
2021-02-23 10:45:00	18800.0	A	12149000	53.03	A
2021-03-25 16:45:00	4520.0	A	12149000	47.47	A
2021-04-19 17:45:00	5820.0	A	12149000	48.02	A
2021-05-01 16:30:00	6000.0	A	12149000	48.09	A
2021-05-15 16:00:00	5640.0	A	12149000	47.95	A
2021-05-25 16:00:00	5600.0	A	12149000	47.93	A
2021-05-28 21:00:00	8390.0	A	12149000	48.93	A
2021-06-03 13:30:00	8670.0	A	12149000	49.02	A
2021-06-14 20:30:00	5870.0	A	12149000	48.04	A
2021-09-20 18:30:00	4110.0	A	12149000	47.28	A
2021-09-29 12:30:00	3670.0	A	12149000	47.07	A
2021-10-01 08:45:00	5820.0	A	12149000	48.02	A
2021-10-15 23:30:00	3240.0	A	12149000	46.85	A
2021-10-27 17:15:00	9360.0	A	12149000	49.23	A
2021-10-29 22:30:00	24300.0	A	12149000	55.26	A
2021-11-05 12:45:00	8390.0	A	12149000	48.93	A
2021-11-13 13:30:00	28900.0	A	12149000	57.12	A
2021-11-15 15:00:00	27300.0	A	12149000	56.74	A
2021-11-27 04:00:00	13700.0	A	12149000	50.8	A
2021-11-28 21:15:00	17300.0	A	12149000	52.35	A
2021-12-01 07:15:00	12800.0	A	12149000	50.37	A
2021-12-09 01:15:00	8160.0	A	12149000	48.93	A
2021-12-12 06:30:00	10000.0	A	12149000	49.47	A
2021-12-19 10:00:00	8870.0	A	12149000	49.14	A
2021-12-23 21:00:00	7250.0	A	12149000	48.64	A
2022-01-08 07:00:00	21200.0	A	12149000	54.0	A
2022-01-13 10:00:00	28400.0	A	12149000	56.93	A
2022-01-21 12:45:00	19800.0	A	12149000	53.37	A
2022-03-02 01:00:00	46800.0	P	12149000	58.73	P
2022-03-16 07:15:00	8290.0	P	12149000	49.13	P
2022-03-24 14:45:00	7600.0	P	12149000	48.95	P
2022-04-05 00:30:00	7310.0	P	12149000	48.77	P
2022-05-07 22:00:00	11100.0	P	12149000	49.78	P
2022-05-16 23:00:00	9570.0	P	12149000	49.4	P
2022-05-28 03:15:00	8350.0	P	12149000	49.07	P
2022-05-30 15:30:00	9350.0	P	12149000	49.34	P
2022-06-04 09:15:00	9630.0	P	12149000	49.41	P
2022-06-06 11:45:00	11800.0	P	12149000	49.96	P
2022-06-10 20:00:00	15500.0	P	12149000	51.64	P
