utc	discharge	discharge_qualifiers	location	stage	stage_qualifiers
2016-11-14 22:00:00	9180.0	A	12144500	9.47	A
2016-11-16 10:15:00	8430.0	A	12144500	9.16	A
2016-11-25 16:30:00	4890.0	A	12144500	7.41	A
2016-12-01 08:15:00	4520.0	A	12144500	7.19	A
2016-12-04 17:15:00	6100.0	A	12144500	8.07	A
2016-12-21 01:30:00	3230.0	A	12144500	6.32	A
2016-12-30 14:00:00	2390.0	A	12144500	5.64	A
2017-01-18 21:00:00	7660.0	A	12144500	8.82	A
2017-02-05 12:30:00	2460.0	A	12144500	5.7	A
2017-02-10 03:15:00	13900.0	A	12144500	11.16	A
2017-02-16 21:00:00	12900.0	A	12144500	10.82	A
2017-03-04 13:30:00	3480.0	A	12144500	6.5	A
2017-03-11 00:45:00	7590.0	A	12144500	8.79	A
2017-03-12 14:15:00	7240.0	A	12144500	8.63	A
2017-03-15 19:45:00	17800.0	A	12144500	12.31	A
2017-03-19 01:00:00	11100.0	A	12144500	10.19	A
2017-03-30 08:00:00	10300.0	A	12144500	9.9	A
2017-04-21 15:15:00	3880.0	A	12144500	6.78	A
2017-04-27 11:45:00	5350.0	A	12144500	7.67	A
2017-05-05 17:15:00	14300.0	A	12144500	11.29	A
2017-05-12 08:00:00	6000.0	A	12144500	8.02	A
2017-05-17 08:15:00	4810.0	A	12144500	7.36	A
2017-05-23 11:45:00	7860.0	A	12144500	8.91	A
2017-05-29 11:00:00	6720.0	A	12144500	8.38	A
2017-06-09 08:45:00	6840.0	A	12144500	8.44	A
2017-06-16 15:00:00	9730.0	A	12144500	9.69	A
2017-09-20 15:45:00	1490.0	A	12144500	4.72	A
2017-10-01 22:45:00	1440.0	A	12144500	4.66	A
2017-10-08 19:45:00	2200.0	A	12144500	5.46	A
2017-10-18 06:00:00	2950.0	A	12144500	6.1	A
2017-10-20 05:45:00	10700.0	A	12144500	10.05	A
2017-10-22 14:15:00	33900.0	A	12144500	15.91	A
2017-11-03 08:00:00	2320.0	A	12144500	5.57	A
2017-11-14 16:15:00	3130.0	A	12144500	6.24	A
2017-11-21 01:00:00	9660.0	A	12144500	9.66	A
2017-11-22 12:45:00	23300.0	A	12144500	13.7	A
2017-12-18 21:00:00	16300.0	A	12144500	11.88	A
2017-12-30 06:30:00	15600.0	A	12144500	11.68	A
2018-01-06 22:15:00	3710.0	A	12144500	6.66	A
2018-01-10 07:15:00	4190.0	A	12144500	6.98	A
2018-01-12 16:30:00	14600.0	A	12144500	11.36	A
2018-01-18 18:30:00	5810.0	A	12144500	7.92	A
2018-01-24 17:00:00	4660.0	A	12144500	7.27	A
2018-01-30 09:30:00	10500.0	A	12144500	10.0	A
2018-02-03 04:45:00	12600.0	A	12144500	10.73	A
2018-02-05 01:30:00	21500.0	A	12144500	13.27	A
2018-02-09 09:30:00	9080.0	A	12144500	9.43	A
2018-02-18 04:30:00	5290.0	A	12144500	7.64	A
2018-03-09 17:30:00	3410.0	A	12144500	6.45	A
2018-03-14 14:15:00	3520.0	A	12144500	6.53	A
2018-03-28 10:30:00	4940.0	A	12144500	7.44	A
2018-04-08 01:45:00	8670.0	A	12144500	9.26	A
2018-04-14 16:45:00	10500.0	A	12144500	9.98	A
2018-04-27 13:15:00	6230.0	A	12144500	8.14	A
2018-05-07 13:00:00	6800.0	A	12144500	8.42	A
2018-05-09 19:45:00	10400.0	A	12144500	9.96	A
2018-05-15 11:15:00	7480.0	A	12144500	8.74	A
2018-05-24 11:15:00	5400.0	A	12144500	7.7	A
2018-06-14 18:45:00	2780.0	A	12144500	5.93	A
2018-06-21 13:00:00	3130.0	A	12144500	6.23	A
2018-09-17 14:15:00	973.0	A	12144500	3.83	A
2018-09-23 13:30:00	1470.0	A	12144500	4.57	A
2018-10-03 00:45:00	997.0	A	12144500	3.87	A
2018-10-06 17:50:00	1240.0	A	12144500	4.26	A
2018-10-10 01:20:00	2020.0	A	12144500	5.2	A
2018-10-27 02:15:00	4330.0	A	12144500	7.07	A
2018-10-28 19:00:00	8720.0	A	12144500	9.28	A
2018-11-02 00:05:00	18600.0	A	12144500	12.53	A
2018-11-04 19:25:00	24400.0	A	12144500	13.96	A
2018-11-24 07:35:00	2710.0	A	12144500	5.87	A
2018-11-28 00:15:00	11600.0	A	12144500	10.37	A
2018-12-08 23:25:00	1260.0	A	12144500	4.29	A
2018-12-12 07:35:00	11000.0	A	12144500	10.16	A
2018-12-14 01:05:00	5660.0	A	12144500	7.84	A
2018-12-18 21:50:00	7990.0	A	12144500	8.97	A
2018-12-30 08:00:00	19700.0	A	12144500	12.82	A
2019-01-04 02:25:00	12500.0	A	12144500	10.7	A
2019-01-10 23:35:00	4310.0	A	12144500	7.06	A
2019-01-19 22:30:00	3790.0	A	12144500	6.72	A
2019-01-23 22:05:00	14000.0	A	12144500	11.2	A
2019-02-02 16:00:00	5080.0	A	12144500	7.52	A
2019-03-21 11:35:00	2940.0	A	12144500	6.07	A
2019-04-04 09:15:00	3160.0	A	12144500	6.25	A
2019-04-10 00:50:00	5330.0	A	12144500	7.66	A
2019-04-11 12:25:00	8650.0	A	12144500	9.25	A
2019-04-12 14:40:00	9860.0	A	12144500	9.74	A
2019-04-20 08:05:00	7180.0	A	12144500	8.6	A
2019-05-07 16:25:00	2820.0	A	12144500	5.96	A
2019-05-12 13:40:00	3970.0	A	12144500	6.84	A
2019-05-17 20:55:00	8060.0	A	12144500	9.0	A
2019-06-28 05:15:00	1940.0	A	12144500	5.12	A
2019-07-18 17:40:00	3350.0	A	12144500	6.4	A
2019-09-10 09:35:00	874.0	A	12144500	3.66	A
2019-09-16 06:00:00	2040.0	A	12144500	5.22	A
2019-09-23 20:35:00	1500.0	A	12144500	4.61	A
2019-09-27 03:10:00	3320.0	A	12144500	6.38	A
2019-10-09 00:55:00	4430.0	A	12144500	7.13	A
2019-10-19 20:35:00	6020.0	A	12144500	8.03	A
2019-10-22 15:50:00	46900.0	A	12144500	17.85	A
2019-11-16 18:55:00	1790.0	A	12144500	4.99	A
2019-11-18 05:30:00	4350.0	A	12144500	7.11	A
2019-11-19 21:50:00	4440.0	A	12144500	7.17	A
2019-11-24 22:35:00	2950.0	A	12144500	6.08	A
2019-12-05 09:45:00	2160.0	A	12144500	5.37	A
2019-12-13 18:25:00	2990.0	A	12144500	6.11	A
2019-12-21 04:00:00	22800.0	A	12144500	14.21	A
2020-01-01 16:15:00	13800.0	A	12144500	11.48	A
2020-01-07 15:00:00	24800.0	A	12144500	14.71	A
2020-01-24 04:40:00	15000.0	A	12144500	11.88	A
2020-02-01 23:00:00	37500.0	A	12144500	16.79	A
2020-02-07 18:20:00	29200.0	A	12144500	15.64	A
2020-03-04 13:25:00	4200.0	A	12144500	7.01	A
2020-03-30 21:20:00	3870.0	A	12144500	6.78	A
2020-04-11 23:05:00	2570.0	A	12144500	5.75	A
2020-04-21 18:30:00	2930.0	A	12144500	6.06	A
2020-04-23 18:40:00	11000.0	A	12144500	10.43	A
2020-04-28 01:45:00	7330.0	A	12144500	8.81	A
2020-04-30 18:50:00	8200.0	A	12144500	9.23	A
2020-05-03 12:30:00	6250.0	A	12144500	8.25	A
2020-05-07 03:25:00	5100.0	A	12144500	7.59	A
2020-05-11 12:05:00	6270.0	A	12144500	8.26	A
2020-05-21 19:15:00	5390.0	A	12144500	7.76	A
2020-05-26 20:15:00	6620.0	A	12144500	8.45	A
2020-05-31 10:45:00	7730.0	A	12144500	9.01	A
2020-06-08 21:25:00	3910.0	A	12144500	6.81	A
2020-06-10 10:15:00	7270.0	A	12144500	8.78	A
2020-07-18 20:50:00	1330.0	A	12144500	4.44	A
2020-09-24 13:30:00	3220.0	A	12144500	6.3	A
2020-09-26 05:10:00	5200.0	A	12144500	7.65	A
2020-10-11 08:50:00	3060.0	A	12144500	6.17	A
2020-10-12 19:35:00	10800.0	A	12144500	10.36	A
2020-10-13 23:50:00	8650.0	A	12144500	9.44	A
2020-10-17 11:25:00	9050.0	A	12144500	9.62	A
2020-10-19 02:25:00	10900.0	A	12144500	10.39	A
2020-10-24 15:25:00	4750.0	A	12144500	7.37	A
2020-10-31 05:20:00	2430.0	A	12144500	5.63	A
2020-11-04 18:25:00	12000.0	A	12144500	10.83	A
2020-11-13 23:45:00	3110.0	A	12144500	6.21	A
2020-11-16 08:25:00	4000.0	A	12144500	6.87	A
2020-11-18 11:55:00	5450.0	A	12144500	7.8	A
2020-11-25 12:15:00	4270.0	A	12144500	7.06	A
2020-12-09 16:00:00	6090.0	A	12144500	8.16	A
2020-12-18 05:15:00	5390.0	A	12144500	7.76	A
